,coordinates,filename,languages,last_modified,page_number,parent_id,category,id,title_name,text
10,"{'points': ((651.9684, 569.8767), (651.9684, 579.9167), (981.0337999999999, 579.9167), (981.0337999999999, 569.8767)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,2,6da364a5e9c746cca157b91a7108cf8b,Title,495976e3b4b0dfe0f41d6272dcc350b8,,Ambition 2 – Making Lambeth One of the Safest Boroughs in London
11,"{'points': ((651.9684, 602.8767), (651.9684, 612.9167), (941.6750999999999, 612.9167), (941.6750999999999, 602.8767)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,2,6da364a5e9c746cca157b91a7108cf8b,Title,7e24b934746423093e573cfe643e10eb,,Ambition 3 – Making Lambeth A Place We Can All Call Home
12,"{'points': ((651.9684, 635.8767), (651.9684, 645.9167), (794.2067, 645.9167), (794.2067, 635.8767)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,2,6da364a5e9c746cca157b91a7108cf8b,Title,ef9385282ded9840eaf57668d4ef9097,,Our Lambeth 2030 Outcomes
13,"{'points': ((56.6929, 152.23889999999994), (56.6929, 208.23889999999994), (341.9009, 208.23889999999994), (341.9009, 152.23889999999994)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,b15e2c2fc379e436cac392688c908d48,Title,486e0ae8e16412c294b1c99aa70b465e,,Forewords
14,"{'points': ((56.6929, 251.05949999999996), (56.6929, 329.05949999999996), (274.94290000000007, 329.05949999999996), (274.94290000000007, 251.05949999999996)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,1399eece3fa4b458a81182788a854539,Forewords,Lambeth has long been the home of inspirational creativity and audacious innovation.
15,"{'points': ((56.6929, 341.27549999999997), (56.6929, 435.27549999999997), (285.48289999999986, 435.27549999999997), (285.48289999999986, 341.27549999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,da7f83cf4fbc17f220fe374856f65926,Forewords,"From William Blake to Olive Morris, artists and activists have pushed the boundaries of what is possible and changed our borough for the better. We are a place of energy and ambition, a destination for those who wish to make a difference. And we have long been a place of sanctuary, welcoming communities from around the globe who have come to make Lambeth their home."
16,"{'points': ((56.6929, 449.27549999999997), (56.6929, 531.2755), (286.80089999999996, 531.2755), (286.80089999999996, 449.27549999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,b655a9a47b3e5887cdfcae839a238533,Forewords,"We also recognise that we are not an equal borough. We have faced exceptionally challenging times - the devastating cuts to public services, austerity Britain, Brexit, the pandemic and the ongoing cost of living crisis. The impacts are not felt equally and have exacerbated the chronic stresses of poverty, racism and inequality that affect so many in our community."
17,"{'points': ((56.6929, 545.2755), (56.6929, 651.2755), (291.23089999999996, 651.2755), (291.23089999999996, 545.2755)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,6b0d30f774017abd5e0b55ee27020442,Forewords,"We saw during the coronavirus pandemic the remarkable collective response of our borough - when the Council, businesses, voluntary and community organisations and residents came together as one and carried us through the toughest of times. Our partnership working and genuine collaboration is our core strength. And what is unique about Lambeth is our diversity which forms the bedrock of that collective power."
18,"{'points': ((306.1417, 251.56359999999995), (306.1417, 309.56359999999995), (524.5497, 309.56359999999995), (524.5497, 251.56359999999995)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,0a3f423d4f848c27f7cfd10d63b8aa28,Forewords,"It is this open heart and pioneering spirit, along with our geographical connectivity, our vibrant and imaginative business community and passionate voluntary sector that places Lambeth in an unparalleled position in London."
19,"{'points': ((306.1417, 323.56359999999995), (306.1417, 405.56359999999995), (535.2506999999999, 405.56359999999995), (535.2506999999999, 323.56359999999995)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,392b955a7da993dc684bbd83d00cf046,Forewords,"But we cannot take our residents for granted. What came through in the hundreds of conversations, meetings, workshops and roundtables we have held in developing Our Future, Our Lambeth, is that whilst our communities are generous and tough, whilst they possess incomparable levels of humanity and resilience their strength is not boundless."
20,"{'points': ((306.1417, 419.56359999999995), (306.1417, 489.56359999999995), (540.0517, 489.56359999999995), (540.0517, 419.56359999999995)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,cad462c234e4a7dd4e0af90b1b63788d,Forewords,"It is incumbent upon us all to make the bold decisions now, because the choices we make today will define the Lambeth we create for the next generation. It is those challenges, both the ones we are grappling with presently and the ones just around the corner, that Our Future, Our Lambeth seeks to address."
21,"{'points': ((306.1417, 503.56359999999995), (306.1417, 573.5636), (540.4596999999999, 573.5636), (540.4596999999999, 503.56359999999995)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,c0e22839a188bd5fb0f81d0f1d280d49,Forewords,"We have a wonderful opportunity to transform and reshape our neighbourhoods and equip our communities to overcome future obstacles and enable us all to thrive. So, the Lambeth that we see in 2030 is one that is healthier, safer and sustainable, and is active in tearing down deep-rooted inequalities."
22,"{'points': ((306.1417, 587.5636), (306.1417, 633.5636), (532.1416999999999, 633.5636), (532.1416999999999, 587.5636)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,d25a3f4fc63c4f374546a808326e2106,Forewords,"Our Future, Our Lambeth is the beginning of us taking that bold action, being brave in the face of an uncertain future, and, together, creating a more just and equitable Lambeth for us all."
23,"{'points': ((651.9684, 251.05949999999996), (651.9684, 309.05949999999996), (871.0086, 309.05949999999996), (871.0086, 251.05949999999996)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,fd20eb0c33004a93313609653b1d672e,Forewords,I am truly honoured and proud to share our vision for Lambeth by 2030.
24,"{'points': ((651.9684, 321.27549999999997), (651.9684, 427.27549999999997), (882.9273999999999, 427.27549999999997), (882.9273999999999, 321.27549999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,ec21d47ced96d35ce9df4e856760866d,Forewords,"This is the product of a series of fruitful conversations about the borough – what makes Lambeth unique, what we want it to look and feel like by 2030, and what matters most to all of us who live, work, and visit the borough. That means that whilst the Council has held the pen on the Borough Plan, it really does belong to us all – residents, institutions, businesses, the voluntary and community sector – everyone who has a stake in Lambeth."
25,"{'points': ((651.9684, 441.27549999999997), (651.9684, 523.2755), (882.2073999999999, 523.2755), (882.2073999999999, 441.27549999999997)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,1b1fb7b5405ad8b7ad013465d30eb705,Forewords,"As Chief Executive of Lambeth Council, I am absolutely committed to improving the lives of every Lambeth resident – and I am determined not to leave anyone behind. Lambeth faces distinct challenges, both now and in the future – and we know the impacts of these challenges are felt differently across our diverse neighbourhoods and communities."
26,"{'points': ((651.9684, 537.2755), (651.9684, 583.2755), (878.1673999999999, 583.2755), (878.1673999999999, 537.2755)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,5bd1dc873b12e90b0760aa6b66800c55,Forewords,"Collectively, we have to rise to these challenges and be courageous to overcome them – not being afraid to do things differently to deliver greater impact for ourselves, our friends, families and neighbours."
27,"{'points': ((651.9684, 597.2755), (651.9684, 655.2755), (886.8563999999999, 655.2755), (886.8563999999999, 597.2755)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,919c830c6d9d3c9109a6cc1fc1a19d6a,Forewords,"Lambeth 2030 is a vision for the best borough we can be by 2030. That is a borough with social and climate justice at its heart. A borough that is safer, fit for the future, and which everyone can have the opportunity to call home."
28,"{'points': ((901.4172, 251.56359999999995), (901.4172, 393.56359999999995), (1133.5752, 393.56359999999995), (1133.5752, 251.56359999999995)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,5f96640253ef9a8de42acce6e20681ae,Forewords,"We know we face major challenges when it comes to making these ambitions a reality, not least the entrenched inequities that persist across Lambeth, despite good progress made to change this. That is why we are tying all our ambitions together with a determination to be a borough of equity and justice – one that is fairer for our Black, Asian and Multi- Ethnic residents, our LGBTQ+ residents, our disabled residents, for women and girls, our faith communities and those with lower socio-economic status. We will be relentless in our pursuit of more equitable outcomes in all that we do together for Lambeth."
29,"{'points': ((901.4172, 407.56359999999995), (901.4172, 501.56359999999995), (1132.4261999999999, 501.56359999999995), (1132.4261999999999, 407.56359999999995)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,b8ba008b94db858377083dca8da96e58,Forewords,"Lambeth 2030 is a plan for everyone – it will bind us to work together, through cross-sector collaborations and brave conversations, to realise our 3 bold ambitions. We have special ingredients in Lambeth – including world leading organisations, a vibrant voluntary and community sector and passionate residents – which by working in partnership, can make a real difference."
30,"{'points': ((901.4172, 515.5636), (901.4172, 597.5636), (1127.3971999999999, 597.5636), (1127.3971999999999, 515.5636)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,1385d218d4a1f5560213f14ea0856899,Forewords,I want to thank you – our residents and partners – for your involvement in shaping Lambeth 2030. I am continually struck by the pride people have for their local community and for Lambeth and share your passion and drive to be one of the best boroughs in London. Lambeth 2030 is the first step towards our future.
31,"{'points': ((901.4172, 611.6036), (901.4172, 621.6036), (1007.1751999999999, 621.6036), (1007.1751999999999, 611.6036)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,492c9c5973b2e693042b73d2bc98834f,Forewords,Let’s do this together.
32,"{'points': ((56.6929, 665.2755), (56.6929, 783.2755), (286.1908999999999, 783.2755), (286.1908999999999, 665.2755)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,486e0ae8e16412c294b1c99aa70b465e,NarrativeText,56abbea97c4711dc75e7aa586a68d31c,Forewords,"We are the home of Windrush. We are home to London’s largest LGBTQ+ community. We are home to the largest Portuguese-speaking community in London and increasingly are welcoming more of the Latin American community who are making Lambeth their home. It is these foundations, being a place of sanctuary and possessing a deeply welcoming, collective, community spirit, an aspiring borough thirsty to achieve, which continues to see us through the challenges that are placed before us."
33,"{'points': ((306.1417, 741.1768999999999), (306.1417, 763.1069), (425.62170000000003, 763.1069), (425.62170000000003, 741.1768999999999)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,b15e2c2fc379e436cac392688c908d48,Title,0f3f533e0d58153d9bb0f4ca0aa66d16,,Councillor Claire Holland Leader of Lambeth Council
34,"{'points': ((901.4172, 732.4289), (901.4172, 754.3589), (1051.0772, 754.3589), (1051.0772, 732.4289)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,3,b15e2c2fc379e436cac392688c908d48,Title,918da5e6897f332ae5688d21d7296986,,Bayo Dosunmu Chief Executive – Lambeth Council
35,"{'points': ((298.8109, 114.90250000000003), (298.8109, 248.90250000000003), (1077.8827999999999, 248.90250000000003), (1077.8827999999999, 114.90250000000003)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,947286cfd073ce6809861b53e34d596a,Title,95b019e5e9b85e58cdc25a74626d904a,,Introduction
36,"{'points': ((651.9684, 268.33939999999996), (651.9684, 330.33939999999996), (1112.3948, 330.33939999999996), (1112.3948, 268.33939999999996)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,95b019e5e9b85e58cdc25a74626d904a,NarrativeText,ac3189ea918d735950463b0dac1e9128,Introduction,"Lambeth - a borough of diversity, connectivity, full of excitement and opportunity. We have long been home to radicals and reformers, entrepreneurs and innovators - people who work together to help change the lives of others and their own."
37,"{'points': ((651.9684, 351.4274), (651.9684, 445.4274), (887.1883999999999, 445.4274), (887.1883999999999, 351.4274)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,95b019e5e9b85e58cdc25a74626d904a,NarrativeText,aff79956bfc10fcfb74485e73a1d60ff,Introduction,"Lambeth is a global destination, with strong institutions that help shape a unique cultural offer – from Waterloo and South Bank, to the vibrance of Brixton and local highstreets of Streatham and West Norwood, Lambeth has something for everyone. We are a place of sanctuary, and for hundreds of years, we have welcomed new communities who have left a lasting imprint on our borough."
38,"{'points': ((651.9684, 459.4274), (651.9684, 529.4274), (885.9384, 529.4274), (885.9384, 459.4274)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,95b019e5e9b85e58cdc25a74626d904a,NarrativeText,0add352283c17d63896621df09a3070e,Introduction,"We know it is this exceptional history and the contribution and kindness of the people of Lambeth that makes it so special. It is weaved throughout every neighbourhood and community and is why so many of us continue to visit, work in the borough, and have made Lambeth the place they call home."
39,"{'points': ((901.4172, 351.4274), (901.4172, 397.4274), (1124.2852, 397.4274), (1124.2852, 351.4274)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,95b019e5e9b85e58cdc25a74626d904a,NarrativeText,b77edc594f5ab0fa91d179cff2b5ac10,Introduction,"To address the challenges that lie ahead, we’ve developed our collective roadmap to 2030 – “Our Future, Our Lambeth” – a Borough Plan that unites us all."
40,"{'points': ((901.4172, 411.4274), (901.4172, 517.4274), (1136.1242, 517.4274), (1136.1242, 411.4274)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,95b019e5e9b85e58cdc25a74626d904a,NarrativeText,dac4bc409c7e12328697f4b9f6d9935e,Introduction,"To design this Borough Plan, we invited everyone who lives, visits, and works in Lambeth to have their say. Founded on what we were told matters to you, this Borough Plan builds on the strengths that exist in the borough and in our communities, affirms our collective vision and ambitions and outlines how we will take forward our shared priorities, with a longer-term look to 2030 so that we can deliver sustainable change."
41,"{'points': ((651.9684, 543.4274), (651.9684, 625.4274), (885.2764, 625.4274), (885.2764, 543.4274)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,95b019e5e9b85e58cdc25a74626d904a,NarrativeText,5cb3dfdf6f2c0492303ab5b5fe6300ce,Introduction,"Recognising and reflecting this impact is important to us as we look to the future of Lambeth. We know that to be the best borough we can possibly be, we need to harness and nourish our assets, resources, and community energy, so that everyone in Lambeth can belong, can thrive, and so that nobody is left behind."
42,"{'points': ((651.9684, 639.4274), (651.9684, 745.4274), (878.6773999999999, 745.4274), (878.6773999999999, 639.4274)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,95b019e5e9b85e58cdc25a74626d904a,NarrativeText,929c92316e68d578356eedac9414ebfa,Introduction,"Doing this will not be easy and cannot be done alone. Despite all our strengths and our passion, we know a longer-term, nuanced and joined-up approach is needed to continue to tackle the economic, social and environmental challenges facing our residents, our businesses, our partners. We will continue to be ambitious – and have the courage and willingness to do things differently, in partnership, to deliver for our residents."
43,"{'points': ((901.4172, 531.4274), (901.4172, 685.4274), (1132.2172, 685.4274), (1132.2172, 531.4274)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,95b019e5e9b85e58cdc25a74626d904a,NarrativeText,ef12f0cea88b9b8ef3dfb591fb99ff1a,Introduction,"With bold political and civic leadership and strengthened partnerships with key institutions and local organisations, now is the time to future-proof Lambeth and work more closely and effectively together to deliver better outcomes for the people of Lambeth. This Borough Plan will not have all the answers to the challenges we face but it is our commitment to everyone in Lambeth that we will strive to get the basics right, and that we will harness the abundance of local expertise, energy and passion in our design and decision-making so that everybody in the borough is empowered to create Lambeth 2030."
44,"{'points': ((901.4172, 699.9033999999999), (901.4172, 711.9034), (1131.42, 711.9034), (1131.42, 699.9033999999999)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,4,947286cfd073ce6809861b53e34d596a,Title,9a33f56363461acfbc2af0b92876ac4b,,This is Our Future; This is Our Lambeth.
45,"{'points': ((902.9826999999999, 52.72120000000007), (902.9826999999999, 101.49519999999995), (935.9826999999999, 101.49519999999995), (935.9826999999999, 52.72120000000007)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,f039d64c6097fb763cda8316e354c341,Title,414032508531553dfac8e0b8b89f87f9,,Y T
46,"{'points': ((56.6929, 98.23889999999994), (56.6929, 208.23889999999994), (539.7488999999999, 208.23889999999994), (539.7488999999999, 98.23889999999994)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,f039d64c6097fb763cda8316e354c341,Title,d9da449be88e5c8f7ea2b55534ae6a2c,,Lambeth 2030 Vision Statement
47,"{'points': ((56.6929, 267.11519999999996), (56.6929, 371.11519999999996), (407.5674, 371.11519999999996), (407.5674, 267.11519999999996)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,d9da449be88e5c8f7ea2b55534ae6a2c,NarrativeText,edabe3684c7827360d08312283f6caf1,Lambeth 2030 Vision Statement,Lambeth – a borough with social and climate justice at its heart.
48,"{'points': ((625.1307, 258.66650000000004), (625.1307, 283.66650000000004), (854.5532000000001, 283.66650000000004), (854.5532000000001, 258.66650000000004)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,f039d64c6097fb763cda8316e354c341,Title,37d72d8b6b605707d8ede84491a09df3,,S U S T A I N A B L E
49,"{'points': ((902.9826999999999, 108.09519999999998), (902.9826999999999, 117.83019999999999), (935.9826999999999, 117.83019999999999), (935.9826999999999, 108.09519999999998)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,f039d64c6097fb763cda8316e354c341,Title,d004b1ff682b81502c67a47af51f6dc4,,I
50,"{'points': ((902.9826999999999, 124.43020000000001), (902.9826999999999, 358.3012), (935.9826999999999, 358.3012), (935.9826999999999, 124.43020000000001)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,f039d64c6097fb763cda8316e354c341,Title,3a86f747e415c69e09ab2ac26cca6693,,N U T R O P P O
51,"{'points': ((56.6929, 387.8764), (56.6929, 563.8764), (518.5568999999999, 563.8764), (518.5568999999999, 387.8764)), 'system': 'PixelSpace', 'layout_width': 1190.55, 'layout_height': 841.89}",Lambeth_2030-Our_Future_Our_Lambeth.pdf,['eng'],2024-04-19T21:04:53,5,3a86f747e415c69e09ab2ac26cca6693,NarrativeText,c2518dfccc2645da64ce2ad786aeb2c2,N U T R O P P O,"By harnessing the power and pride of our people and partnerships, we will proactively tackle inequalities so that children and young people can have the best start in life and so everyone can feel safe and thrive in a place of opportunity."
