page,line,word_text,word_x0,word_y0,word_x1,word_y1,line_text,line_x0,line_y0,line_x1,line_y1
1,10,community,0.719608,0.227879,0.808627,0.241212,,,,,
1,10,in,0.814118,0.227879,0.826667,0.238485,,,,,
1,11,another,0.117647,0.243939,0.179216,0.254545,,,,,
1,11,country,0.183922,0.244242,0.244706,0.257273,,,,,
1,11,or,0.249412,0.246667,0.265882,0.254545,,,,,
1,11,territory,0.270196,0.243939,0.332941,0.257273,,,,,
1,11,sign,0.338039,0.243939,0.370196,0.257273,,,,,
1,11,a,0.376078,0.246364,0.38549,0.254545,,,,,
1,11,formal,0.390588,0.243636,0.440784,0.254545,,,,,
1,11,agreement,0.446667,0.244242,0.531373,0.257273,,,,,
1,11,on,0.537255,0.246364,0.556863,0.254545,,,,,
1,11,behalf,0.563137,0.243636,0.612549,0.254545,,,,,
1,11,of,0.616863,0.243636,0.632941,0.254545,,,,,
1,11,their,0.637255,0.243636,0.672941,0.254242,,,,,
1,11,communities,0.677647,0.243939,0.779608,0.254545,,,,,
1,11,endorsing,0.78549,0.243939,0.864314,0.257273,,,,,
1,11,a,0.870588,0.246364,0.88,0.254545,,,,,
1,12,"""sister",0.118039,0.259697,0.169412,0.270606,,,,,
1,12,city/sister,0.174118,0.259697,0.251373,0.273333,,,,,
1,12,"cities""",0.256078,0.259697,0.303922,0.270606,,,,,
1,12,relationship.,0.31098,0.26,0.407059,0.273333,,,,,
1,12,Sister,0.413725,0.259697,0.459608,0.270606,,,,,
1,12,city,0.464706,0.26,0.492941,0.273636,,,,,
1,12,agreements,0.498431,0.260303,0.591765,0.273333,,,,,
1,12,shall,0.597647,0.259697,0.633725,0.270606,,,,,
1,12,be,0.64,0.26,0.659608,0.270606,,,,,
1,12,considered,0.664706,0.26,0.753725,0.270606,,,,,
1,12,active/valid,0.76,0.259697,0.849412,0.270606,,,,,
1,13,unless,0.118039,0.276364,0.168235,0.28697,,,,,
1,13,otherwise,0.174118,0.276364,0.252157,0.28697,,,,,
1,13,indicated,0.257647,0.276364,0.329804,0.28697,,,,,
1,13,by,0.336078,0.276061,0.355686,0.289697,,,,,
1,13,one,0.360392,0.278788,0.390196,0.28697,,,,,
1,13,or,0.395686,0.278788,0.412157,0.28697,,,,,
1,13,both,0.417255,0.276364,0.452549,0.28697,,,,,
1,13,of,0.458431,0.276061,0.474902,0.28697,,,,,
1,13,the,0.478824,0.276364,0.504314,0.287273,,,,,
1,13,respective,0.509804,0.276364,0.592157,0.289697,,,,,
1,13,communities.,0.597647,0.276364,0.703529,0.28697,,,,,
1,14,Sister,0.118039,0.299697,0.163922,0.310606,,,,,
1,14,Cities,0.16902,0.299697,0.212941,0.310606,,,,,
1,14,International,0.219608,0.299697,0.316863,0.310606,,,,,
1,14,shall,0.322745,0.299697,0.358824,0.310606,,,,,
1,14,formally,0.363922,0.299697,0.427451,0.313333,,,,,
1,14,recognize,0.432941,0.3,0.510588,0.313333,,,,,
1,14,only,0.516078,0.3,0.549412,0.313333,,,,,
1,14,those,0.554118,0.3,0.599216,0.310606,,,,,
1,14,relationships,0.604314,0.3,0.705098,0.313333,,,,,
1,14,by,0.711373,0.299697,0.730196,0.313333,,,,,
1,14,cities/members,0.735686,0.299697,0.858824,0.310606,,,,,
1,14,in,0.863922,0.3,0.876863,0.310606,,,,,
1,15,good,0.117647,0.316364,0.157647,0.329697,,,,,
1,15,standing,0.164314,0.316364,0.232549,0.329697,,,,,
1,15,(i.e.,0.238824,0.316061,0.26549,0.329697,,,,,
1,15,who,0.27098,0.316364,0.304706,0.32697,,,,,
1,15,are,0.310588,0.318788,0.335686,0.32697,,,,,
1,15,current,0.341176,0.316667,0.397647,0.32697,,,,,
1,15,on,0.402745,0.318788,0.422353,0.32697,,,,,
1,15,membership,0.428235,0.316061,0.527451,0.329697,,,,,
1,15,dues),0.532941,0.316364,0.577647,0.329394,,,,,
1,15,in,0.582745,0.316364,0.595294,0.32697,,,,,
1,15,its,0.601569,0.316364,0.619216,0.32697,,,,,
1,15,Membership,0.62549,0.316364,0.723922,0.329697,,,,,
1,15,Directory,0.73098,0.316364,0.802745,0.329394,,,,,
1,15,or,0.808235,0.318788,0.824706,0.32697,,,,,
1,15,on,0.82902,0.318788,0.848627,0.327273,,,,,
1,15,its,0.85451,0.316061,0.872549,0.32697,,,,,
1,16,website.,0.116863,0.332424,0.183529,0.343333,,,,,
1,16,"However,",0.190588,0.332424,0.264314,0.344848,,,,,
1,16,Sister,0.271373,0.332121,0.317255,0.34303,,,,,
1,16,Cities,0.322353,0.332121,0.366667,0.34303,,,,,
1,16,International,0.372941,0.332121,0.470196,0.34303,,,,,
1,16,shall,0.476471,0.332121,0.512157,0.34303,,,,,
1,16,not,0.518431,0.332727,0.543529,0.34303,,,,,
1,16,assert,0.54902,0.332727,0.596863,0.343333,,,,,
1,16,as,0.602353,0.334848,0.620784,0.343333,,,,,
1,16,invalid,0.627059,0.332424,0.676078,0.343333,,,,,
1,16,or,0.682745,0.334848,0.699216,0.34303,,,,,
1,16,otherwise,0.703922,0.332424,0.781176,0.343333,,,,,
1,16,impugn,0.787059,0.332121,0.845882,0.345758,,,,,
1,16,the,0.851765,0.332424,0.877647,0.343333,,,,,
1,17,legitimacy,0.118039,0.348485,0.198431,0.362121,,,,,
1,17,of,0.203529,0.348485,0.22,0.359394,,,,,
1,17,those,0.223922,0.348485,0.26902,0.359394,,,,,
1,17,relationships,0.27451,0.348485,0.375294,0.361818,,,,,
1,17,formed,0.380392,0.348485,0.436471,0.359394,,,,,
1,17,by,0.443137,0.348485,0.462745,0.362121,,,,,
1,17,non-members.,0.468235,0.348485,0.584314,0.359394,,,,,
1,18,Friendship,0.118039,0.372121,0.205098,0.386061,,,,,
1,18,City,0.212157,0.372121,0.24549,0.386061,,,,,
1,19,A,0.117255,0.396364,0.129804,0.40697,,,,,
1,19,Friendship,0.135294,0.396061,0.216863,0.409394,,,,,
1,19,City,0.223922,0.396061,0.254902,0.409697,,,,,
1,19,or,0.26,0.398788,0.276471,0.40697,,,,,
1,19,Friendship,0.281569,0.396061,0.364314,0.409394,,,,,
1,19,Cities,0.37098,0.396061,0.414902,0.40697,,,,,
1,19,relationship,0.421176,0.395758,0.513333,0.409091,,,,,
1,19,is,0.519608,0.396061,0.531373,0.406667,,,,,
1,19,often,0.536863,0.395758,0.577255,0.40697,,,,,
1,19,formed,0.583137,0.395758,0.639608,0.40697,,,,,
1,19,by,0.645882,0.395758,0.665098,0.409697,,,,,
1,19,cities,0.670588,0.396061,0.711765,0.40697,,,,,
1,19,as,0.717255,0.398485,0.734902,0.40697,,,,,
1,19,a,0.741176,0.398485,0.750588,0.407273,,,,,
1,19,"""stepping",0.755686,0.396061,0.831373,0.409697,,,,,
1,20,"stone""",0.117647,0.412121,0.168627,0.42303,,,,,
1,20,to,0.174118,0.412727,0.190196,0.42303,,,,,
1,20,a,0.196078,0.414545,0.20549,0.42303,,,,,
1,20,more,0.211373,0.414545,0.251373,0.42303,,,,,
1,20,formal,0.256471,0.411818,0.306667,0.42303,,,,,
1,20,"""Sister",0.312549,0.411818,0.366275,0.42303,,,,,
1,20,"City""",0.371373,0.411515,0.409412,0.425758,,,,,
1,20,agreement.,0.415294,0.412727,0.504314,0.425758,,,,,
1,20,Typically,0.510588,0.412121,0.581176,0.425758,,,,,
1,20,Friendship,0.587451,0.411818,0.669804,0.425455,,,,,
1,20,City,0.676078,0.411818,0.707451,0.425758,,,,,
1,20,agreements,0.712549,0.41303,0.806275,0.425758,,,,,
1,20,are,0.812549,0.414545,0.838039,0.423333,,,,,
1,21,referred,0.118039,0.428182,0.179216,0.439091,,,,,
1,21,to,0.185098,0.428788,0.200784,0.439091,,,,,
1,21,as,0.206275,0.430909,0.224706,0.439091,,,,,
1,21,such,0.230196,0.428182,0.267843,0.439091,,,,,
1,21,in,0.274118,0.428182,0.286667,0.439091,,,,,
1,21,the,0.292157,0.428485,0.317647,0.439091,,,,,
1,21,formal,0.322353,0.428182,0.372549,0.439091,,,,,
1,21,documents,0.378431,0.428182,0.467843,0.439091,,,,,
1,21,that,0.473333,0.428485,0.503922,0.439091,,,,,
1,21,are,0.509412,0.430909,0.53451,0.439091,,,,,
1,21,signed.,0.539608,0.428182,0.596863,0.441818,,,,,
1,21,Sister,0.603922,0.428182,0.649804,0.439091,,,,,
1,21,Cities,0.65451,0.428182,0.698824,0.439091,,,,,
1,21,International,0.70549,0.428485,0.802745,0.439091,,,,,
1,21,shall,0.808627,0.428182,0.843529,0.439091,,,,,
1,22,recognize,0.118039,0.444545,0.195686,0.458182,,,,,
1,22,Friendship,0.201569,0.444545,0.283529,0.457879,,,,,
1,22,City,0.290196,0.444545,0.321176,0.458182,,,,,
1,22,relationships,0.326667,0.444545,0.427843,0.457879,,,,,
1,22,by,0.433725,0.444242,0.453333,0.458182,,,,,
1,22,members,0.458431,0.444545,0.532941,0.455455,,,,,
1,22,in,0.539216,0.444848,0.551765,0.455455,,,,,
1,22,its,0.557647,0.444848,0.575686,0.455455,,,,,
1,22,Membership,0.581569,0.444545,0.680784,0.457879,,,,,
1,22,Directory,0.687843,0.444545,0.759608,0.458182,,,,,
1,22,and,0.765098,0.444848,0.793333,0.455455,,,,,
1,22,website.,0.799608,0.444545,0.865882,0.455455,,,,,
1,23,As,0.117255,0.468485,0.137647,0.478788,,,,,
1,23,per,0.143529,0.470909,0.169804,0.481818,,,,,
1,23,Sister,0.174902,0.467879,0.221176,0.479091,,,,,
1,23,Cities,0.225882,0.467879,0.269804,0.479091,,,,,
1,23,International,0.276471,0.468485,0.373725,0.479091,,,,,
1,23,Board,0.38,0.468182,0.427059,0.479091,,,,,
1,23,of,0.433333,0.468182,0.450196,0.479091,,,,,
1,23,Directors:,0.454902,0.468182,0.53098,0.479091,,,,,
1,24,Sister,0.169412,0.492121,0.215294,0.503333,,,,,
1,24,Cities,0.220392,0.492121,0.264706,0.50303,,,,,
1,24,International,0.271373,0.492121,0.368235,0.50303,,,,,
1,24,will,0.374118,0.492121,0.399216,0.50303,,,,,
1,24,recognize,0.405098,0.492424,0.482745,0.505758,,,,,
1,24,a,0.488235,0.494848,0.497647,0.50303,,,,,
1,24,new,0.503137,0.494848,0.534902,0.50303,,,,,
1,24,sister,0.541176,0.492424,0.584706,0.503333,,,,,
1,24,cities,0.589412,0.492424,0.63098,0.50303,,,,,
1,24,affiliation,0.636471,0.492121,0.707059,0.50303,,,,,
1,24,between,0.713333,0.492424,0.780392,0.50303,,,,,
1,24,a,0.787059,0.494848,0.796471,0.50303,,,,,
1,25,U.S.,0.169412,0.507879,0.202353,0.519394,,,,,
1,25,and,0.208627,0.508182,0.237647,0.519091,,,,,
1,25,an,0.244314,0.510909,0.262745,0.519091,,,,,
1,25,international,0.26902,0.508182,0.366275,0.519091,,,,,
1,25,"community,",0.372157,0.508485,0.465098,0.521818,,,,,
1,25,even,0.471373,0.510909,0.508627,0.519091,,,,,
1,25,though,0.514118,0.508182,0.569412,0.521818,,,,,
1,25,another,0.576078,0.508182,0.637255,0.519394,,,,,
1,25,affiliation,0.642353,0.508182,0.712941,0.519091,,,,,
1,25,may,0.719216,0.510909,0.752941,0.521818,,,,,
1,25,exist,0.758039,0.508182,0.79451,0.519394,,,,,
1,26,between,0.169412,0.524545,0.237255,0.535455,,,,,
1,26,that,0.242745,0.524545,0.273725,0.535455,,,,,
1,26,international,0.279608,0.524545,0.376078,0.535455,,,,,
1,26,community,0.382353,0.524545,0.471373,0.537879,,,,,
1,26,and,0.476471,0.524545,0.505098,0.535455,,,,,
1,26,a,0.512157,0.527273,0.521569,0.535455,,,,,
1,26,different,0.526667,0.524545,0.592157,0.535455,,,,,
1,26,U.S.,0.598431,0.524545,0.63098,0.535455,,,,,
1,26,"community,",0.638039,0.524545,0.730588,0.538182,,,,,
1,26,only,0.736863,0.524545,0.769412,0.538182,,,,,
1,26,if,0.775294,0.524545,0.784314,0.535455,,,,,
1,26,a,0.789412,0.527273,0.798431,0.535455,,,,,
1,27,cooperative,0.16902,0.540909,0.263529,0.554242,,,,,
1,27,agreement,0.26902,0.541212,0.354118,0.554545,,,,,
1,27,among,0.359608,0.543333,0.413725,0.554242,,,,,
1,27,all,0.42,0.540909,0.436863,0.551515,,,,,
1,27,involved,0.442745,0.540909,0.507451,0.551515,,,,,
1,27,communities,0.514118,0.540606,0.616078,0.551818,,,,,
1,27,is,0.621961,0.540909,0.634118,0.551515,,,,,
1,27,filed,0.639608,0.540606,0.671765,0.551515,,,,,
1,27,with,0.678039,0.540606,0.71098,0.551515,,,,,
1,27,Sister,0.717255,0.540606,0.763137,0.551515,,,,,
1,27,Cities,0.768235,0.540606,0.812549,0.551515,,,,,
1,28,International.,0.170196,0.556667,0.271765,0.567576,,,,,
1,28,If,0.279216,0.556667,0.288627,0.567576,,,,,
1,28,a,0.293333,0.559394,0.302745,0.567576,,,,,
1,28,cooperative,0.307843,0.55697,0.401569,0.57,,,,,
1,28,agreement,0.407451,0.557273,0.492549,0.570303,,,,,
1,28,is,0.498824,0.55697,0.510588,0.567576,,,,,
1,28,"denied,",0.516471,0.55697,0.57451,0.569697,,,,,
1,28,or,0.580784,0.559394,0.597255,0.567576,,,,,
1,28,no,0.602745,0.559394,0.621569,0.567576,,,,,
1,28,response,0.627451,0.559394,0.701569,0.570303,,,,,
1,28,to,0.705882,0.557576,0.721961,0.567576,,,,,
1,28,the,0.727059,0.556667,0.752941,0.567576,,,,,
1,28,request,0.758431,0.557273,0.818039,0.570303,,,,,
1,29,is,0.169412,0.573333,0.181176,0.583939,,,,,
1,29,received,0.187451,0.57303,0.253725,0.583939,,,,,
1,29,within,0.26,0.57303,0.306667,0.583939,,,,,
1,29,a,0.312549,0.575758,0.321961,0.584242,,,,,
1,29,reasonable,0.327451,0.573333,0.415686,0.583939,,,,,
1,29,amount,0.421176,0.573636,0.481176,0.584242,,,,,
1,29,of,0.486667,0.57303,0.503137,0.583939,,,,,
1,29,"time,",0.507059,0.573333,0.545882,0.585758,,,,,
1,29,Sister,0.552157,0.57303,0.598039,0.583939,,,,,
1,29,Cities,0.603137,0.57303,0.647451,0.583939,,,,,
1,29,International,0.654118,0.57303,0.751373,0.583939,,,,,
1,29,will,0.756471,0.57303,0.781569,0.583939,,,,,
1,30,recognize,0.169412,0.589091,0.247059,0.602727,,,,,
1,30,the,0.252157,0.589091,0.277647,0.6,,,,,
1,30,partnership,0.283137,0.589091,0.372157,0.602727,,,,,
1,30,as,0.378824,0.591818,0.396863,0.6,,,,,
1,30,a,0.402353,0.591818,0.411765,0.6,,,,,
1,30,friendship,0.418039,0.589091,0.497255,0.602424,,,,,
1,30,city,0.502745,0.589394,0.532157,0.602424,,,,,
1,30,and,0.535294,0.589394,0.563529,0.6,,,,,
1,30,it,0.570588,0.589091,0.579216,0.599697,,,,,
1,30,will,0.583922,0.589091,0.60902,0.6,,,,,
1,30,be,0.615686,0.589091,0.635686,0.6,,,,,
1,30,delineated,0.640784,0.589091,0.722353,0.6,,,,,
1,30,as,0.72902,0.591818,0.747059,0.6,,,,,
1,30,such,0.752941,0.589091,0.790588,0.6,,,,,
1,31,with,0.168627,0.605455,0.201569,0.616364,,,,,
1,31,a,0.207451,0.608182,0.216863,0.616364,,,,,
1,31,symbol,0.222353,0.605455,0.279608,0.618788,,,,,
1,31,in,0.285882,0.605455,0.298431,0.616061,,,,,
1,31,the,0.303922,0.605758,0.329412,0.616364,,,,,
1,31,membership,0.334902,0.605455,0.433333,0.619091,,,,,
1,31,directories.,0.439608,0.605758,0.527843,0.616364,,,,,
1,32,The,0.168627,0.629091,0.198824,0.64,,,,,
1,32,cooperative,0.204314,0.629394,0.298431,0.642727,,,,,
1,32,agreement,0.303922,0.629697,0.38902,0.64303,,,,,
1,32,must,0.395294,0.629697,0.437255,0.64,,,,,
1,32,be,0.440392,0.629394,0.461176,0.64,,,,,
1,32,sent,0.466275,0.629697,0.501569,0.64,,,,,
1,32,by,0.505098,0.629091,0.527451,0.64303,,,,,
1,32,the,0.529412,0.629394,0.554902,0.64,,,,,
1,32,Mayor/County,0.560392,0.628788,0.678431,0.642727,,,,,
1,33,Executive/Governor,0.169804,0.645152,0.331373,0.656667,,,,,
1,33,of,0.332941,0.645152,0.349412,0.656667,,,,,
1,33,the,0.353333,0.645455,0.378431,0.656364,,,,,
1,33,requesting,0.383922,0.645758,0.467451,0.659394,,,,,
1,33,"community,",0.474118,0.645758,0.566667,0.658788,,,,,
1,33,and,0.572941,0.645758,0.601569,0.656061,,,,,
1,33,must,0.60902,0.645758,0.65098,0.656061,,,,,
1,33,be,0.654118,0.645758,0.674902,0.656364,,,,,
1,33,sent,0.68,0.645758,0.715294,0.656061,,,,,
1,33,to,0.719216,0.645758,0.735686,0.656364,,,,,
1,33,the,0.739608,0.645455,0.765098,0.656364,,,,,
1,34,Mayor/County,0.169804,0.661515,0.286667,0.675152,,,,,
1,34,Executive/Governor,0.290196,0.661212,0.450196,0.672727,,,,,
1,34,of,0.452549,0.661515,0.46902,0.672121,,,,,
1,34,each,0.473333,0.661818,0.51098,0.672424,,,,,
1,34,of,0.517255,0.661515,0.533333,0.672424,,,,,
1,34,the,0.537255,0.661818,0.562745,0.672121,,,,,
1,34,existing,0.568235,0.661515,0.628627,0.675152,,,,,
1,34,partnership,0.635294,0.661818,0.725098,0.675152,,,,,
1,35,communities.,0.16902,0.677879,0.275294,0.688788,,,,,
1,35,Although,0.281569,0.678182,0.352941,0.691515,,,,,
1,35,the,0.358824,0.678182,0.384314,0.688788,,,,,
1,35,Mayor/County,0.389804,0.677879,0.506667,0.691818,,,,,
1,35,Executive/Governor may,0.510196,0.677879,0.706275,0.691818,,,,,
1,35,request,0.711765,0.678485,0.771373,0.691515,,,,,
1,35,input,0.777255,0.677879,0.816471,0.691515,,,,,
1,36,"from,",0.168627,0.693939,0.209804,0.706667,,,,,
1,36,or,0.216078,0.69697,0.232549,0.704848,,,,,
1,36,may,0.237647,0.696364,0.271373,0.707576,,,,,
1,36,be,0.276863,0.693939,0.296471,0.704545,,,,,
1,36,given,0.301961,0.694545,0.343922,0.707576,,,,,
1,36,input,0.349804,0.694545,0.389412,0.707576,,,,,
1,36,"by,",0.395294,0.693939,0.418431,0.707879,,,,,
1,36,the,0.423922,0.693939,0.449804,0.704848,,,,,
1,36,sister,0.454902,0.693939,0.498431,0.704848,,,,,
1,36,cities,0.503137,0.693939,0.544314,0.704545,,,,,
1,36,"program,",0.550588,0.696667,0.621569,0.707273,,,,,
1,36,it,0.628627,0.693939,0.637647,0.704848,,,,,
1,36,is,0.643529,0.693939,0.655686,0.704848,,,,,
1,36,up,0.661176,0.696364,0.680784,0.707273,,,,,
1,36,to,0.685882,0.694545,0.701961,0.704848,,,,,
1,36,the,0.707451,0.693939,0.732941,0.704545,,,,,
1,36,discretion,0.737647,0.693939,0.816078,0.704545,,,,,
1,37,of,0.16902,0.71,0.184706,0.720909,,,,,
1,37,the,0.189412,0.71,0.214902,0.720606,,,,,
1,37,Mayor/County,0.220392,0.71,0.338039,0.723636,,,,,
1,37,Executive/Governor,0.341176,0.709697,0.501176,0.721212,,,,,
1,37,to,0.503529,0.710606,0.518824,0.720606,,,,,
1,37,sign,0.523922,0.71,0.556863,0.723333,,,,,
1,37,the,0.561961,0.710303,0.587843,0.720606,,,,,
1,37,cooperative,0.592941,0.710303,0.686667,0.723333,,,,,
1,37,agreement.,0.692549,0.710606,0.781961,0.723636,,,,,
1,38,Although,0.168627,0.726364,0.24,0.74,,,,,
1,38,Sister,0.246667,0.726364,0.292157,0.737273,,,,,
1,38,Cities,0.297255,0.726364,0.341569,0.737273,,,,,
1,38,International,0.347843,0.726667,0.445098,0.73697,,,,,
1,38,will,0.450588,0.726364,0.476078,0.737273,,,,,
1,38,help,0.481961,0.726364,0.514902,0.739697,,,,,
1,38,with,0.520392,0.726364,0.553725,0.737273,,,,,
1,38,the,0.559216,0.726364,0.584314,0.73697,,,,,
1,38,cooperative,0.589804,0.726667,0.683529,0.74,,,,,
1,38,agreement,0.689412,0.72697,0.77451,0.74,,,,,
1,39,"process,",0.169412,0.745152,0.236863,0.755455,,,,,
1,39,it,0.243922,0.742424,0.252549,0.753333,,,,,
1,39,is,0.258431,0.742424,0.270196,0.753333,,,,,
1,39,up,0.276471,0.745152,0.295294,0.756364,,,,,
1,39,to,0.301176,0.743333,0.316471,0.75303,,,,,
1,39,the,0.322353,0.742424,0.347843,0.753333,,,,,
1,39,requesting,0.353333,0.742727,0.436471,0.755758,,,,,
1,39,community,0.442745,0.742727,0.531765,0.756364,,,,,
1,39,to,0.536863,0.743333,0.552157,0.75303,,,,,
1,39,get,0.558039,0.743333,0.583137,0.756364,,,,,
1,39,the,0.588235,0.742424,0.613725,0.753333,,,,,
1,39,agreement,0.619216,0.74303,0.703922,0.756061,,,,,
1,39,signed.,0.710196,0.742727,0.766667,0.756061,,,,,
1,39,Sister,0.774118,0.742121,0.82,0.753333,,,,,
1,40,Cities,0.16902,0.758182,0.213333,0.769697,,,,,
1,40,International,0.22,0.758485,0.317647,0.769394,,,,,
1,40,will,0.323529,0.758788,0.348235,0.769394,,,,,
1,40,"not,",0.35451,0.759091,0.383922,0.771515,,,,,
1,40,in,0.390588,0.758788,0.403137,0.769091,,,,,
1,40,any,0.40902,0.760909,0.437647,0.772727,,,,,
1,40,"way,",0.442745,0.761212,0.479216,0.772424,,,,,
1,40,force,0.484706,0.758182,0.52549,0.769394,,,,,
1,40,a,0.531373,0.761515,0.540784,0.769697,,,,,
1,40,community,0.545882,0.758788,0.63451,0.772727,,,,,
1,40,to,0.639216,0.759394,0.655686,0.769394,,,,,
1,40,"""share""",0.661569,0.758182,0.719608,0.769394,,,,,
1,40,and,0.72549,0.758788,0.75451,0.769697,,,,,
1,40,sign,0.760784,0.758788,0.793333,0.772424,,,,,
1,41,the,0.168627,0.774848,0.194118,0.785758,,,,,
1,41,cooperative,0.199608,0.775152,0.293725,0.788485,,,,,
1,41,agreement.,0.299216,0.775152,0.388235,0.788485,,,,,
1,42,To,0.117255,0.798788,0.137255,0.809697,,,,,
1,42,place,0.143529,0.799091,0.186667,0.812121,,,,,
1,42,a,0.192157,0.801818,0.201176,0.809697,,,,,
1,42,relationship,0.207059,0.799091,0.298039,0.812121,,,,,
1,42,into,0.304706,0.798788,0.333725,0.809394,,,,,
1,42,Emeritus,0.34,0.798788,0.412941,0.81,,,,,
1,42,"status,",0.418824,0.799091,0.471373,0.811515,,,,,
1,42,the,0.477647,0.798788,0.503137,0.809394,,,,,
1,42,mayor,0.508235,0.801212,0.558824,0.812424,,,,,
1,42,or,0.563529,0.801818,0.58,0.809697,,,,,
1,42,highest,0.585098,0.798788,0.642745,0.812424,,,,,
1,42,elected,0.648235,0.798788,0.70549,0.809697,,,,,
1,42,official,0.712157,0.798485,0.763137,0.809697,,,,,
1,42,of,0.76902,0.798485,0.785098,0.809697,,,,,
1,42,the,0.789412,0.798788,0.814902,0.809394,,,,,
1,42,U.S.,0.820392,0.798485,0.854118,0.809394,,,,,
1,43,community,0.118039,0.815152,0.206667,0.828182,,,,,
1,43,must,0.212157,0.815455,0.251373,0.825455,,,,,
1,43,write,0.256078,0.815152,0.295294,0.825758,,,,,
1,43,a,0.300784,0.817576,0.310196,0.825758,,,,,
1,43,letter,0.316078,0.815152,0.356078,0.825758,,,,,
1,43,to,0.360392,0.815758,0.376471,0.825758,,,,,
1,43,the,0.381176,0.814848,0.407059,0.825758,,,,,
1,43,mayor,0.412549,0.817273,0.462745,0.828485,,,,,
1,43,of,0.467451,0.814545,0.483922,0.825758,,,,,
1,43,the,0.487843,0.814848,0.513333,0.825758,,,,,
1,43,foreign,0.517647,0.814848,0.572941,0.828485,,,,,
1,43,city,0.579216,0.815152,0.607059,0.828182,,,,,
1,43,indicating,0.612549,0.815152,0.68902,0.828182,,,,,
1,43,that,0.69451,0.814848,0.72549,0.825758,,,,,
1,43,they,0.730196,0.815152,0.765098,0.828485,,,,,
1,43,wish,0.769804,0.815152,0.805882,0.825758,,,,,
1,43,to,0.811765,0.815455,0.827059,0.825758,,,,,
1,44,remain,0.118039,0.831515,0.17098,0.842121,,,,,
1,44,sister,0.176863,0.831515,0.220784,0.842121,,,,,
1,44,"cities,",0.22549,0.831212,0.27098,0.843939,,,,,
1,44,but,0.277647,0.831212,0.303137,0.842121,,,,,
1,44,understand,0.308627,0.831515,0.398039,0.842121,,,,,
1,44,that,0.404706,0.831212,0.435294,0.842121,,,,,
1,44,the,0.44,0.831515,0.465882,0.842121,,,,,
1,44,relationship,0.47098,0.831515,0.563137,0.844848,,,,,
1,44,will,0.568627,0.831515,0.593725,0.841818,,,,,
1,44,remain,0.599608,0.831212,0.653333,0.841818,,,,,
1,44,inactive,0.659608,0.831212,0.720784,0.842121,,,,,
