page,text,left,top,width,height
2,enhancing the health of disadvantaged people.,0.08230867331376952,0.435908408696321,0.4165826730982621,0.01425313597917126
2,The volunteer development aspect of the position particularly appeals to me. I have worked,0.08230867331376952,0.46916572598105394,0.8113283512357281,0.01425313597917126
2,"in the voluntary sector, providing services tackling health inequalities and promoting healthy",0.08230867331376952,0.4846066232918228,0.8146878889220045,0.01425313597917126
2,living in Newcastle. I promoted health awareness through one to one sessions and in large,0.08230867331376952,0.5012352819341893,0.8062890447063137,0.01425313597917126
2,"groups and developed interpersonal skills, confidence and patience when engaging and",0.08230867331376952,0.5178639405765557,0.787811587431794,0.01425313597917126
2,"motivating participants. While raising the group's profile using social media, the local press",0.08230867331376952,0.5344925992189222,0.8046092758631755,0.01425313597917126
2,"and at presentations to youth clubs, faith meetings and care homes I recognised the need to",0.08230867331376952,0.5511212578612887,0.8214069642945571,0.01425313597917126
2,"change my delivery style to suit the audience. As a volunteer teacher in Ghana, I developed",0.08230867331376952,0.5665621551720575,0.8163676577651426,0.01425313597917126
2,communication and team-building skills essential to your advertised role; liaising with,0.08230867331376952,0.5831908138144241,0.7542162105690309,0.01425313597917126
2,colleagues and parents and a lively group of twenty-five 7-8 year olds to arrange a,0.08230867331376952,0.5998194724567905,0.7323792156082349,0.01425313597917126
2,"community event. My retail experience, coupled with my extracurricular activities additionally",0.08230867331376952,0.616448131099157,0.8214069642945571,0.01425313597917126
2,"enhanced my ability to develop others, as I was responsible for inducting and training my",0.08230867331376952,0.6330767897415235,0.7911711251180703,0.01425313597917126
2,peers.,0.08398844215690768,0.6520809710470852,0.05207283413728276,0.010689851984378445
2,"In relation to the fundraising and budgeting aspect of the role, I have experience of raising",0.08398844215690768,0.6817750043370252,0.7978902004906229,0.01425313597917126
2,"substantial amounts of money through several successful charity events, including a well -",0.08230867331376952,0.6984036629793917,0.8012497381768993,0.01425313597917126
2,attended fashion show. I was also elected Treasurer of NU Sociology Society with,0.08230867331376952,0.7150323216217582,0.7273399090788205,0.01425313597917126
2,responsibility for managing a budget of £3000.,0.08230867331376952,0.730473218932527,0.40986359772570946,0.01425313597917126
2,The necessity to travel to identify community issues only adds to the appeal of the position. I,0.08230867331376952,0.757791729559272,0.8214069642945571,0.01425313597917126
2,"enjoy driving, hold a full clean driving licence and I am very interested in relocating to London",0.08230867331376952,0.7744203882016384,0.8281260396671096,0.01425313597917126
2,to work for UK Health Trust.,0.08230867331376952,0.7910490468440049,0.24692601994130856,0.010689851984378445
2,Thank you for considering my application. I look forward to hearing from you.,0.08230867331376952,0.8231186027971402,0.6819861503140903,0.01425313597917126
2,Yours sincerely,0.08230867331376952,0.8575636814134708,0.1377410451373286,0.013065374647573654
2,Rachel Sullivan,0.08230867331376952,0.8896332373666062,0.13606127629419043,0.010689851984378445
3,Partnership Agreement,0.5163398692810458,0.026515151515151516,0.43790849673202614,0.03282828282828283
3,SisterCities,0.16830065359477125,0.03282828282828283,0.24019607843137256,0.027777777777777776
3,INTERNATIONAI,0.17320261437908496,0.06565656565656566,0.22875816993464052,0.008838383838383838
3,Toolkit,0.8300653594771242,0.07196969696969698,0.12581699346405228,0.025252525252525252
3,Connect globally. Thrive locally.,0.16830065359477125,0.08585858585858586,0.238562091503268,0.012626262626262626
3,Types of Affiliations,0.11601307189542484,0.15656565656565657,0.24183006535947713,0.020202020202020204
3,Sister City Relationship,0.11764705882352941,0.18686868686868688,0.19607843137254902,0.013888888888888888
3,"A Sister City relationship is formed when the mayor or highest elected official (or, if elections",0.11601307189542484,0.21085858585858586,0.738562091503268,0.013888888888888888
3,"do not take place, highest appointed official) from a U.S. community and a community in",0.11601307189542484,0.22601010101010102,0.7091503267973857,0.013888888888888888
3,another country or territory sign a formal agreement on behalf of their communities endorsing a,0.11764705882352941,0.24242424242424243,0.761437908496732,0.013888888888888888
3,"""sister city/sister cities"" relationship. Sister city agreements shall be considered active/valid",0.11764705882352941,0.2588383838383838,0.7303921568627451,0.013888888888888888
3,unless otherwise indicated by one or both of the respective communities.,0.11764705882352941,0.27525252525252525,0.5849673202614379,0.013888888888888888
3,Sister Cities International shall formally recognize only those relationships by cities/members in,0.11764705882352941,0.29924242424242425,0.7581699346405228,0.013888888888888888
3,good standing (i.e. who are current on membership dues) in its Membership Directory or on its,0.11601307189542484,0.3143939393939394,0.7549019607843137,0.013888888888888888
3,"website. However, Sister Cities International shall not assert as invalid or otherwise impugn the",0.11601307189542484,0.33080808080808083,0.7598039215686274,0.013888888888888888
3,legitimacy of those relationships formed by non-members.,0.11601307189542484,0.3472222222222222,0.46568627450980393,0.013888888888888888
3,Friendship City,0.11764705882352941,0.3712121212121212,0.12581699346405228,0.013888888888888888
3,"A Friendship City or Friendship Cities relationship is often formed by cities as a ""stepping",0.11601307189542484,0.3952020202020202,0.7140522875816994,0.013888888888888888
3,"stone"" to a more formal ""Sister City"" agreement. Typically Friendship City agreements are",0.11601307189542484,0.41035353535353536,0.7189542483660131,0.013888888888888888
3,referred to as such in the formal documents that are signed. Sister Cities International shall,0.11601307189542484,0.42676767676767674,0.7254901960784313,0.013888888888888888
3,recognize Friendship City relationships by members in its Membership Directory and website.,0.11601307189542484,0.4431818181818182,0.7483660130718954,0.013888888888888888
3,As per Sister Cities International Board of Directors:,0.11601307189542484,0.4671717171717172,0.4133986928104575,0.013888888888888888
3,Sister Cities International will recognize a new sister cities affiliation between a,0.16830065359477125,0.4911616161616162,0.6258169934640523,0.013888888888888888
3,"U.S. and an international community, even though another affiliation may exist",0.16830065359477125,0.5075757575757576,0.6241830065359477,0.013888888888888888
3,"between that international community and a different U.S. community, only if a",0.16830065359477125,0.523989898989899,0.6274509803921569,0.013888888888888888
3,cooperative agreement among all involved communities is filed with Sister Cities,0.16830065359477125,0.5404040404040404,0.6421568627450981,0.013888888888888888
3,"International. If a cooperative agreement is denied, or no response to the request",0.16830065359477125,0.5555555555555556,0.6486928104575164,0.013888888888888888
3,"is received within a reasonable amount of time, Sister Cities International will",0.16830065359477125,0.571969696969697,0.6127450980392157,0.011363636363636364
3,recognize the partnership as a friendship city and it will be delineated as such,0.16830065359477125,0.5883838383838383,0.6209150326797386,0.013888888888888888
3,with a symbol in the membership directories.,0.16830065359477125,0.6047979797979798,0.35784313725490197,0.013888888888888888
3,The cooperative agreement must be sent by the Mayor/County,0.16830065359477125,0.6287878787878788,0.5081699346405228,0.013888888888888888
3,"Executive/Governor of the requesting community, and must be sent to the",0.16830065359477125,0.6439393939393939,0.5947712418300654,0.013888888888888888
3,Mayor/County Executive/Governor of each of the existing partnership,0.16830065359477125,0.6603535353535354,0.5555555555555556,0.013888888888888888
3,communities. Although the Mayor/County Executive/Governor may request input,0.16830065359477125,0.6767676767676768,0.6470588235294118,0.013888888888888888
3,"from, or may be given input by, the sister cities program, it is up to the discretion",0.16830065359477125,0.6931818181818182,0.6470588235294118,0.013888888888888888
3,of the Mayor/County Executive/Governort sign the cooperative agreement.,0.16830065359477125,0.7095959595959596,0.6127450980392157,0.013888888888888888
3,Although Sister Cities International will help with the cooperative agreement,0.16830065359477125,0.7247474747474747,0.6062091503267973,0.013888888888888888
3,"process, it is up to the requesting community to get the agreement signed. Sister",0.16830065359477125,0.7424242424242424,0.6486928104575164,0.013888888888888888
3,"Cities International will not, in any way, force a community to ""share"" and sign",0.16830065359477125,0.7575757575757576,0.6241830065359477,0.013888888888888888
3,the cooperative agreement.,0.16830065359477125,0.773989898989899,0.2173202614379085,0.012626262626262626
3,"To place a relationship into Emeritus status, the mayor or highest elected official of the U.S.",0.11601307189542484,0.797979797979798,0.7352941176470589,0.013888888888888888
3,community must write a letter to the mayor of the foreign city indicating that they wish to,0.11601307189542484,0.8143939393939394,0.7091503267973857,0.013888888888888888
3,"remain sister cities, but understand that the relationship will remain inactive until such time as",0.11601307189542484,0.8308080808080808,0.7483660130718954,0.012626262626262626
3,both cities are able to sustain an active relationship. Sister Cities International should be,0.11764705882352941,0.8459595959595959,0.704248366013072,0.013888888888888888
3,informed in writing by the mayor of the U.S. city of the situation. Sister Cities International will,0.11601307189542484,0.8623737373737373,0.7467320261437909,0.013888888888888888
4,Partnership Agreement,0.5147058823529411,0.026515151515151516,0.4395424836601307,0.03409090909090909
4,SisterCities,0.16993464052287582,0.03282828282828283,0.238562091503268,0.027777777777777776
4,INTERNATIONA,0.17320261437908496,0.06565656565656566,0.22875816993464052,0.008838383838383838
4,Toolkit,0.8300653594771242,0.07196969696969698,0.12745098039215685,0.025252525252525252
4,Connect globally. Thrive locally.,0.16830065359477125,0.08585858585858586,0.238562091503268,0.012626262626262626
4,then place the partnership into Emeritus Status and will reflect this status in directories and all,0.11601307189542484,0.13131313131313133,0.75,0.013888888888888888
4,lists of sister city programs.,0.11601307189542484,0.14772727272727273,0.21895424836601307,0.013888888888888888
4,"If a community wishes to terminate a sister city relationship, then a letter from the mayor or",0.11764705882352941,0.17045454545454544,0.7320261437908496,0.015151515151515152
4,highest elected official of the U.S. city should be sent to the mayor of the sister city. Sister,0.11601307189542484,0.18686868686868688,0.7205882352941176,0.015151515151515152
4,Cities International should be informed of this action in writing by the mayor of the U.S. city,0.11601307189542484,0.2032828282828283,0.7287581699346405,0.015151515151515152
4,and Sister Cities International will then remove the partnership from its directories and all lists,0.11601307189542484,0.2196969696969697,0.7450980392156863,0.013888888888888888
4,of sister city programs. We do not recommend terminating a relationship simply because it is,0.11601307189542484,0.2361111111111111,0.7434640522875817,0.015151515151515152
4,"dormant. Many partnerships wax and wane over the years, and in many cases a dormant",0.11601307189542484,0.25252525252525254,0.7124183006535948,0.015151515151515152
4,partnership may be reinvigorated by local members years after it has been inactive.,0.11764705882352941,0.2689393939393939,0.6650326797385621,0.013888888888888888
4,General Guidelines,0.11764705882352941,0.29419191919191917,0.23039215686274508,0.016414141414141416
4,In order for a sister city/county/state partnership to be recognized by Sister Cities International,0.11764705882352941,0.32323232323232326,0.7549019607843137,0.013888888888888888
4,"(SCI), the two communities must sign formal documents which clearly endorse the link. This",0.11601307189542484,0.33964646464646464,0.738562091503268,0.015151515151515152
4,presumes several key items: that the U.S. community is already a member of SCI and has,0.11764705882352941,0.3560606060606061,0.7173202614379085,0.015151515151515152
4,followed proper procedures (e.g. passed a city council resolution declaring the intent to twin,0.11601307189542484,0.3712121212121212,0.738562091503268,0.015151515151515152
4,with the specific city); that both communities share a mutual commitment to the relationship;,0.11601307189542484,0.38762626262626265,0.7401960784313726,0.013888888888888888
4,and that both have secured the necessary support structure to build a lasting relationship. You,0.11601307189542484,0.40404040404040403,0.7581699346405228,0.015151515151515152
4,should check with your local sister city program to see if they have any additional requirements,0.11764705882352941,0.42045454545454547,0.7598039215686274,0.015151515151515152
4,before pursuing a sister city relationship.,0.11764705882352941,0.43686868686868685,0.3235294117647059,0.013888888888888888
4,"SCI often refers to these agreements as a ""Sister City Agreement"" or ""Memorandum of",0.11764705882352941,0.4595959595959596,0.696078431372549,0.013888888888888888
4,"Understanding."" However, as the following examples show, the actual name and format of",0.11601307189542484,0.476010101010101,0.7287581699346405,0.015151515151515152
4,your documents is left up to you.,0.11601307189542484,0.4936868686868687,0.2630718954248366,0.013888888888888888
4,A few things to keep in mind as you draft your agreement:,0.11601307189542484,0.5164141414141414,0.4624183006535948,0.013888888888888888
4,"Your agreement can range from the ceremonial, with language focusing on each city's",0.17483660130718953,0.5404040404040404,0.6895424836601307,0.015151515151515152
4,"commitment to fostering understanding, cooperation, and mutual benefit to the precise,",0.17483660130718953,0.5568181818181818,0.7009803921568627,0.015151515151515152
4,"with particular areas of interest, specific programs/activities, or more concrete goals",0.17483660130718953,0.5732323232323232,0.673202614379085,0.013888888888888888
4,related to anything from numbers of exchanges to economic development.,0.17483660130718953,0.5896464646464646,0.5980392156862745,0.013888888888888888
4,"Don't try to include everything you plan to do. Some specifics, like particular areas of",0.17647058823529413,0.6186868686868687,0.6813725490196079,0.013888888888888888
4,"interest or participating institutions are good to include. However, there's no need to",0.17483660130718953,0.63510101010101,0.6748366013071896,0.013888888888888888
4,include all the programs you plan to do if it makes the document too lengthy or limits,0.17483660130718953,0.6515151515151515,0.6781045751633987,0.015151515151515152
4,the scope of projects. This is a formal document to establish the relationship; specific,0.17483660130718953,0.6679292929292929,0.6830065359477124,0.013888888888888888
4,"tasks, responsibilities, or other nuts-and-bolts text related to implementation or",0.17483660130718953,0.6843434343434344,0.6339869281045751,0.013888888888888888
4,administration of the partnership can be expressed more fully in a separate,0.17647058823529413,0.7007575757575758,0.5996732026143791,0.013888888888888888
4,memorandum between the respective sister city committees. Your partnership,0.17647058823529413,0.7171717171717171,0.6274509803921569,0.013888888888888888
4,agreement is a historical document and should not be dated or limited by being aligned,0.17483660130718953,0.7323232323232324,0.6993464052287581,0.015151515151515152
4,with very specific tasks.,0.17483660130718953,0.75,0.1895424836601307,0.013888888888888888
4,Work with your counterparts. Remember that this is signed by both cities. You should,0.17483660130718953,0.7777777777777778,0.6862745098039216,0.013888888888888888
4,share drafts of your agreement with your international partners and solicit feedback on,0.17483660130718953,0.7941919191919192,0.6911764705882353,0.013888888888888888
4,what they'd like to see in the agreement. Be flexible to cultural or municipal priorities.,0.17483660130718953,0.8106060606060606,0.6797385620915033,0.013888888888888888
4,Ask your counterparts to translate the agreement if it is drafted in English. It is,0.17483660130718953,0.8409090909090909,0.6225490196078431,0.013888888888888888
4,important for the citizens of your partner community to be able to read and understand,0.17647058823529413,0.8560606060606061,0.6944444444444444,0.015151515151515152
4,the commitment their city has made. Have someone in your own community who,0.17647058823529413,0.8724747474747475,0.6486928104575164,0.015151515151515152
5,Partnership Agreement,0.5147058823529411,0.026515151515151516,0.4395424836601307,0.03409090909090909
5,SisterCities,0.16830065359477125,0.03282828282828283,0.238562091503268,0.027777777777777776
5,INTERNATIONAL,0.16830065359477125,0.06565656565656566,0.238562091503268,0.008838383838383838
5,Toolkit,0.8300653594771242,0.07196969696969698,0.12745098039215685,0.025252525252525252
5,Connect globally. Thrive locally.,0.16830065359477125,0.08585858585858586,0.238562091503268,0.012626262626262626
5,speaks that language check the foreign-language version to make sure it mirrors what,0.17483660130718953,0.13131313131313133,0.6879084967320261,0.013888888888888888
5,you have in your own agreement.,0.17483660130718953,0.14772727272727273,0.2647058823529412,0.013888888888888888
5,Keep it to one page. Ceremonial documents such as these partnership agreements,0.17647058823529413,0.17676767676767677,0.6650326797385621,0.013888888888888888
5,work best if they can be posted in their entirety.,0.17483660130718953,0.19318181818181818,0.380718954248366,0.013888888888888888
5,Most sister city agreements include some acknowledgement of the founding principles,0.17647058823529413,0.22348484848484848,0.6944444444444444,0.013888888888888888
5,"of the sister city movement-to promote peace through mutual respect, understanding,",0.17483660130718953,0.23863636363636365,0.6993464052287581,0.013888888888888888
5,and cooperation.,0.17647058823529413,0.2563131313131313,0.13398692810457516,0.013888888888888888
5,Consider using official letterhead and/or other embellishments such as city seals or,0.17647058823529413,0.28535353535353536,0.6650326797385621,0.013888888888888888
5,logos to reflect your enhance the document. Sister city agreements are often posted at,0.17483660130718953,0.3005050505050505,0.696078431372549,0.013888888888888888
5,city hall or other municipal offices and should reflect their historical importance,0.17483660130718953,0.31691919191919193,0.630718954248366,0.013888888888888888
5,Look at other agreements your city has signed. These agreements may give you an idea,0.17647058823529413,0.3472222222222222,0.704248366013072,0.013888888888888888
5,"of what is acceptable or possible, and they may be in an easily replicable format. If you",0.17483660130718953,0.36237373737373735,0.696078431372549,0.015151515151515152
5,"cannot access older agreements please contact Sister Cities International, we may",0.17483660130718953,0.380050505050505,0.6617647058823529,0.013888888888888888
5,"have them on file, although we do not have copies of all partnership agreements.",0.17483660130718953,0.3952020202020202,0.6454248366013072,0.015151515151515152
5,Documents must be signed by the top elected official of both communities.,0.17647058823529413,0.4255050505050505,0.6013071895424836,0.013888888888888888
5,"Check with your mayor, city council, town clerk, et al. to make sure that the agreement",0.17483660130718953,0.45454545454545453,0.6944444444444444,0.013888888888888888
5,"is OK with them. The mayor is the one putting his or her name on the paper, and you",0.17483660130718953,0.47095959595959597,0.6764705882352942,0.015151515151515152
5,don't want to spend time developing an agreement which will never be signed.,0.17483660130718953,0.48737373737373735,0.6290849673202614,0.013888888888888888
5,Official documents are usually signed during a formal ceremony recognizing the,0.17483660130718953,0.5164141414141414,0.6372549019607843,0.015151515151515152
5,partnership. Be sure both communities receive a signed set of the official documents,0.17647058823529413,0.5328282828282829,0.684640522875817,0.013888888888888888
5,for their records.,0.17483660130718953,0.5492424242424242,0.1323529411764706,0.010101010101010102
5,Remember to send your signed agreement to Sister Cities International. After we,0.17647058823529413,0.5782828282828283,0.6454248366013072,0.013888888888888888
5,receive your agreement we will post the relationship in the City Directory and make sure,0.17483660130718953,0.5946969696969697,0.7026143790849673,0.013888888888888888
5,it is included in our Annual Membership Directory.,0.17647058823529413,0.6111111111111112,0.39705882352941174,0.013888888888888888
5,Remember that each city's sister city program is independent and can impose requirements,0.11764705882352941,0.6388888888888888,0.7369281045751634,0.013888888888888888
5,"like the establishment of a committee, a review period, sustainability/funding plan, among",0.11601307189542484,0.6553030303030303,0.7173202614379085,0.015151515151515152
5,"others, before sanctioning a sister city agreement. Check with your local program or mayor's",0.11601307189542484,0.6717171717171717,0.7434640522875817,0.013888888888888888
5,office to see if this is the case.,0.11601307189542484,0.6881313131313131,0.24019607843137256,0.011363636363636364
5,On the following pages you'll find a series of partnership agreements to give you an idea of,0.11601307189542484,0.7159090909090909,0.7287581699346405,0.015151515151515152
5,"what is possible. While you should feel free to use some of the formatting and language, we",0.11601307189542484,0.7335858585858586,0.7352941176470589,0.013888888888888888
5,encourage you to make your agreement your own and be creative with what you produce. If,0.11601307189542484,0.75,0.7369281045751634,0.013888888888888888
5,you are unsure about your agreement or want advice you can always solicit feedback by,0.11601307189542484,0.7664141414141414,0.7091503267973857,0.013888888888888888
5,sending it to our Membership Director at akaplan@sister-cities.org or contacting us at (202),0.11601307189542484,0.7815656565656566,0.7303921568627451,0.015151515151515152
5,347-8630.,0.11764705882352941,0.797979797979798,0.0784313725490196,0.010101010101010102
6,Partnership Agreement,0.5163398692810458,0.026515151515151516,0.4395424836601307,0.03282828282828283
6,SisterCities,0.16830065359477125,0.03282828282828283,0.23529411764705882,0.027777777777777776
6,INTERNATION,0.1715686274509804,0.06565656565656566,0.1977124183006536,0.008838383838383838
6,Toolkit,0.8300653594771242,0.07196969696969698,0.12581699346405228,0.025252525252525252
6,Connect globally. Thrive locally.,0.16830065359477125,0.08585858585858586,0.238562091503268,0.012626262626262626
6,just bubrig J. gi 3312,0.37745098039215685,0.28914141414141414,0.32516339869281047,0.022727272727272728
6,ABU DHABI MUNICIPALITY & TOWN PLANNING,0.3758169934640523,0.31691919191919193,0.32679738562091504,0.016414141414141416
6,AN AGREEMENT FOR THE ESTABLISHMENT OF,0.25980392156862747,0.37373737373737376,0.5245098039215687,0.012626262626262626
6,SISTER CITIES RELATIONSHIP,0.3382352941176471,0.3926767676767677,0.3415032679738562,0.011363636363636364
6,BETWEEN,0.4542483660130719,0.4128787878787879,0.10784313725490197,0.010101010101010102
6,THE CITY OF ABU DHABI ( U. A.E),0.3366013071895425,0.4318181818181818,0.3758169934640523,0.013888888888888888
6,AND,0.4869281045751634,0.45202020202020204,0.04738562091503268,0.011363636363636364
6,"HOUSTON, TEXAS ( U.S.A)",0.38562091503267976,0.47095959595959597,0.2973856209150327,0.013888888888888888
6,"The Sister City Program, administered by Sister Cities International, was initiated",0.2222222222222222,0.5252525252525253,0.5964052287581699,0.013888888888888888
6,By the President of the United States of America in 1956 to encourage greater,0.2222222222222222,0.5391414141414141,0.5620915032679739,0.012626262626262626
6,Friendship and understanding between the United States and other nations through,0.2222222222222222,0.553030303030303,0.6078431372549019,0.012626262626262626
6,Direct personal contact: and,0.2222222222222222,0.5669191919191919,0.2042483660130719,0.011363636363636364
6,"In order to foster those goals, the people of Abu Dhabi and Houston, in a gesture of",0.2222222222222222,0.5934343434343434,0.6029411764705882,0.012626262626262626
6,"Friendship and goodwill, agree to collaborate for the mutual benefit of their",0.2222222222222222,0.6073232323232324,0.5473856209150327,0.012626262626262626
6,"Communities by exploring education, economic and cultural opportunities.",0.2222222222222222,0.6212121212121212,0.5408496732026143,0.012626262626262626
6,"Abu Dhabi and Houston, sharing a common interest in energy * technology and",0.22058823529411764,0.6477272727272727,0.5735294117647058,0.012626262626262626
6,"medicine, and the desire to promote mutual understanding among our citizens do",0.2222222222222222,0.6616161616161617,0.5882352941176471,0.011363636363636364
6,"hereby proclaim themselves Sister Cities beginning on the 13th day of March 2001,",0.2222222222222222,0.672979797979798,0.5931372549019608,0.015151515151515152
6,the date of Houston City Council resolution estatblishing the Sister City,0.2222222222222222,0.6893939393939394,0.5196078431372549,0.012626262626262626
6,relationship became effective.,0.2222222222222222,0.7045454545454546,0.2173202614379085,0.012626262626262626
6,"Signed on this 26 of October 2002, in duplicate in the Arabic and English",0.22058823529411764,0.7310606060606061,0.5326797385620915,0.013888888888888888
6,"Languages, both text being equally authentic.",0.2222222222222222,0.7462121212121212,0.32679738562091504,0.012626262626262626
6,LulBon,0.6862745098039216,0.7512626262626263,0.2173202614379085,0.04292929292929293
6,4,0.3431372549019608,0.7676767676767676,0.08333333333333333,0.02904040404040404
6,Sheikh Mohammed bin Butti AI Hamed,0.24509803921568626,0.8055555555555556,0.3660130718954248,0.011363636363636364
6,Lee P.Brown,0.7287581699346405,0.8055555555555556,0.11764705882352941,0.010101010101010102
6,Chairman of Abu Dhabi Municipality,0.24509803921568626,0.8232323232323232,0.3415032679738562,0.012626262626262626
6,Mayor of Houston,0.704248366013072,0.8232323232323232,0.1650326797385621,0.012626262626262626
6,&Town Planning,0.3235294117647059,0.8409090909090909,0.15522875816993464,0.011363636363636364
7,Partnership Agreement,0.5163398692810458,0.027777777777777776,0.43790849673202614,0.03282828282828283
7,SisterCities,0.16993464052287582,0.03282828282828283,0.23529411764705882,0.027777777777777776
7,INTERNATIONA,0.17973856209150327,0.06565656565656566,0.20915032679738563,0.008838383838383838
7,Toolkit,0.8300653594771242,0.07196969696969698,0.12581699346405228,0.025252525252525252
7,Connect globally. Thrive locally.,0.16830065359477125,0.08585858585858586,0.238562091503268,0.012626262626262626
7,THE CITY OF NEW YORK,0.43790849673202614,0.26136363636363635,0.24019607843137256,0.008838383838383838
7,OFFICE OF THE MAYOR,0.4493464052287582,0.2765151515151515,0.21895424836601307,0.008838383838383838
7,"NEW YORK, N.Y. 10007",0.46078431372549017,0.29292929292929293,0.19607843137254902,0.008838383838383838
7,THE NEW YORK CITY-LONDON SISTER CITY PARTNERSHIP,0.26633986928104575,0.3547979797979798,0.5833333333333334,0.012626262626262626
